193
2	1	0	0	0.0303	0.0999	0.0254	1	a
3	1	0	0	0.0129	0.0424	0.01082	1	a
5	4	0	0	0.00176	0.00798	0.0021	1	a
5	3	0	0	0.0241	0.108	0.0284	1	a
6	5	0	0	0.0119	0.054	0.01426	1	a
7	6	0	0	0.00459	0.0208	0.0055	1	a
9	8	0	0	0.00244	0.0305	1.162	1	a
8	5	1	0	0	0.0267	0.985	1	a
10	9	0	0	0.00258	0.0322	1.23	1	a
11	4	0	0	0.0209	0.0688	0.01748	1	a
11	5	0	0	0.0203	0.0682	0.01738	1	a
12	11	0	0	0.00595	0.0196	0.00502	1	a
12	2	0	0	0.0187	0.0616	0.01572	1	a
12	3	0	0	0.0484	0.16	0.0406	1	a
12	7	0	0	0.00862	0.034	0.00874	1	a
13	11	0	0	0.02225	0.0731	0.01876	1	a
14	12	0	0	0.0215	0.0707	0.01816	1	a
15	13	0	0	0.0744	0.2444	0.06268	1	a
15	14	0	0	0.0595	0.195	0.0502	1	a
16	12	0	0	0.0212	0.0834	0.0214	1	a
17	15	0	0	0.0132	0.0437	0.0444	1	a
17	16	0	0	0.0454	0.1801	0.0466	1	a
18	17	0	0	0.0123	0.0505	0.01298	1	a
19	18	0	0	0.01119	0.0493	0.01142	1	a
20	19	0	0	0.0252	0.117	0.0298	1	a
19	15	0	0	0.012	0.0394	0.0101	1	a
21	20	0	0	0.0183	0.0849	0.0216	1	a
22	21	0	0	0.0209	0.097	0.0246	1	a
23	22	0	0	0.0342	0.159	0.0404	1	a
24	23	0	0	0.0135	0.0492	0.0498	1	a
25	23	0	0	0.0156	0.08	0.0864	1	a
26	25	1	0	0	0.0382	0.96	1	a
27	25	0	0	0.0318	0.163	0.1764	1	a
28	27	0	0	0.01913	0.0855	0.0216	1	a
29	28	0	0	0.0237	0.0943	0.0238	1	a
30	17	1	0	0	0.0388	0.96	1	a
30	8	0	0	0.00431	0.0504	0.514	1	a
30	26	0	0	0.00799	0.086	0.908	1	a
31	17	0	0	0.0474	0.1563	0.0399	1	a
31	29	0	0	0.0108	0.0331	0.0083	1	a
32	23	0	0	0.0317	0.1153	0.1173	1	a
32	31	0	0	0.0298	0.0985	0.0251	1	a
32	27	0	0	0.0229	0.0755	0.01926	1	a
33	15	0	0	0.038	0.1244	0.03194	1	a
34	19	0	0	0.0752	0.247	0.0632	1	a
36	35	0	0	0.00224	0.0102	0.00268	1	a
37	35	0	0	0.011	0.0497	0.01318	1	a
37	33	0	0	0.0415	0.142	0.0366	1	a
36	34	0	0	0.00871	0.0268	0.00568	1	a
37	34	0	0	0.00256	0.0094	0.00984	1	a
38	37	1	0	0	0.0375	0.935	1	a
39	37	0	0	0.0321	0.106	0.027	1	a
40	37	0	0	0.0593	0.168	0.042	1	a
38	30	0	0	0.00464	0.054	0.422	1	a
40	39	0	0	0.0184	0.0605	0.01552	1	a
41	40	0	0	0.0145	0.0487	0.01222	1	a
42	40	0	0	0.0555	0.183	0.0466	1	a
42	41	0	0	0.041	0.135	0.0344	1	a
44	43	0	0	0.0608	0.2454	0.06068	1	a
43	34	0	0	0.0413	0.1681	0.04226	1	a
45	44	0	0	0.0224	0.0901	0.0224	1	a
46	45	0	0	0.04	0.1356	0.0332	1	a
47	46	0	0	0.038	0.127	0.0316	1	a
48	46	0	0	0.0601	0.189	0.0472	1	a
49	47	0	0	0.0191	0.0625	0.01604	1	a
49	42	0	0	0.0715	0.323	0.086	1	a
49	45	0	0	0.0684	0.186	0.0444	1	a
49	48	0	0	0.0179	0.0505	0.01258	1	a
50	49	0	0	0.0267	0.0752	0.01874	1	a
51	49	0	0	0.0486	0.137	0.0342	1	a
52	51	0	0	0.0203	0.0588	0.01396	1	a
53	52	0	0	0.0405	0.1635	0.04058	1	a
54	53	0	0	0.0263	0.122	0.031	1	a
54	49	0	0	0.073	0.289	0.0738	1	a
55	54	0	0	0.0169	0.0707	0.0202	1	a
56	54	0	0	0.00275	0.00955	0.00732	1	a
56	55	0	0	0.00488	0.0151	0.00374	1	a
57	56	0	0	0.0343	0.0966	0.0242	1	a
57	50	0	0	0.0474	0.134	0.0332	1	a
58	56	0	0	0.0343	0.0966	0.0242	1	a
58	51	0	0	0.0255	0.0719	0.01788	1	a
59	54	0	0	0.0503	0.2293	0.0598	1	a
59	56	0	0	0.0803	0.239	0.0536	1	a
59	55	0	0	0.04739	0.2158	0.05646	1	a
60	59	0	0	0.0317	0.145	0.0376	1	a
61	59	0	0	0.0328	0.15	0.0388	1	a
61	60	0	0	0.00264	0.0135	0.01456	1	a
62	60	0	0	0.0123	0.0561	0.01468	1	a
62	61	0	0	0.00824	0.0376	0.0098	1	a
63	59	1	0	0	0.0386	0.96	1	a
64	63	0	0	0.00172	0.02	0.216	1	a
64	61	1	0	0	0.0268	0.985	1	a
65	38	0	0	0.00901	0.0986	1.046	1	a
65	64	0	0	0.00269	0.0302	0.38	1	a
66	49	0	0	0.018	0.0919	0.0248	1	a
66	62	0	0	0.0482	0.218	0.0578	1	a
67	62	0	0	0.0258	0.117	0.031	1	a
65	66	1	0	0	0.037	0.935	1	a
67	66	0	0	0.0224	0.1015	0.02682	1	a
68	65	0	0	0.00138	0.016	0.638	1	a
69	47	0	0	0.0844	0.2778	0.07092	1	a
69	49	0	0	0.0985	0.324	0.0828	1	a
68	69	1	0	0	0.037	0.935	1	a
70	69	0	0	0.03	0.127	0.122	1	a
70	24	0	0	0.00221	0.4115	0.10198	1	a
71	70	0	0	0.00882	0.0355	0.00878	1	a
72	24	0	0	0.0488	0.196	0.0488	1	a
72	71	0	0	0.0446	0.18	0.04444	1	a
73	71	0	0	0.00866	0.0454	0.01178	1	a
74	70	0	0	0.0401	0.1323	0.03368	1	a
75	70	0	0	0.0428	0.141	0.036	1	a
75	69	0	0	0.0405	0.122	0.124	1	a
75	74	0	0	0.0123	0.0406	0.01034	1	a
77	76	0	0	0.0444	0.148	0.0368	1	a
77	69	0	0	0.0309	0.101	0.1038	1	a
77	75	0	0	0.0601	0.1999	0.04978	1	a
78	77	0	0	0.00376	0.0124	0.01264	1	a
79	78	0	0	0.00546	0.0244	0.00648	1	a
80	77	0	0	0.0294	0.105	0.0228	1	a
80	79	0	0	0.0156	0.0704	0.0187	1	a
81	68	0	0	0.00175	0.0202	0.808	1	a
81	80	1	0	0	0.037	0.935	1	a
82	77	0	0	0.0298	0.0853	0.08174	1	a
83	82	0	0	0.0112	0.03665	0.03796	1	a
84	83	0	0	0.0625	0.132	0.0258	1	a
85	83	0	0	0.043	0.148	0.0348	1	a
85	84	0	0	0.0302	0.0641	0.01234	1	a
86	85	0	0	0.035	0.123	0.0276	1	a
87	86	0	0	0.02828	0.2074	0.0445	1	a
88	85	0	0	0.02	0.102	0.0276	1	a
89	85	0	0	0.0239	0.173	0.047	1	a
89	88	0	0	0.0139	0.0712	0.01934	1	a
90	89	0	0	0.0238	0.0997	0.106	1	a
91	90	0	0	0.0254	0.0836	0.0214	1	a
92	89	0	0	0.0393	0.1581	0.0414	1	a
92	91	0	0	0.0387	0.1272	0.03268	1	a
93	92	0	0	0.0258	0.0848	0.0218	1	a
94	92	0	0	0.0481	0.158	0.0406	1	a
94	93	0	0	0.0223	0.0732	0.01876	1	a
95	94	0	0	0.0132	0.0434	0.0111	1	a
96	80	0	0	0.0356	0.182	0.0494	1	a
96	82	0	0	0.0162	0.053	0.0544	1	a
