1078							
3	5	10	10	1.05029	0.00908	0	a
3	5	9	9	1.04597	0.009033	0	a
3	5	73	73	1.01015	0.008687	0	a
3	5	87	87	1.01516	0.008847	0	a
3	5	86	86	1.00424	0.008658	0	a
3	5	111	111	0.982578	0.008613	0	a
3	5	112	112	0.986279	0.00858	0	a
3	5	116	116	1.0068	0.00878	0	a
3	5	117	117	0.97449	0.008572	0	a
3	5	1	1	0.965467	0.008447	0	a
3	5	2	2	0.985455	0.008556	0	a
3	5	3	3	0.980975	0.008522	0	a
3	5	4	4	1.00409	0.008733	0	a
3	5	6	6	1.00199	0.00868	0	a
3	5	7	7	1.00489	0.008676	0	a
3	5	8	8	1.02979	0.008847	0	a
3	5	13	13	0.969691	0.00853	0	a
3	5	14	14	0.989655	0.008637	0	a
3	5	16	16	0.997246	0.008621	0	a
3	5	18	18	0.984647	0.008567	0	a
3	5	20	20	0.961693	0.008459	0	a
3	5	21	21	0.977352	0.008464	0	a
3	5	22	22	0.985537	0.008539	0	a
3	5	26	26	1.01923	0.008847	0	a
3	5	28	28	0.964734	0.00849	0	a
3	5	29	29	0.968487	0.008501	0	a
3	5	33	33	0.960451	0.008523	0	a
3	5	35	35	0.985464	0.008606	0	a
3	5	36	36	0.990536	0.008613	0	a
3	5	39	39	0.982264	0.008517	0	a
3	5	41	41	0.97752	0.008526	0	a
3	5	40	40	0.977345	0.008547	0	a
3	5	42	42	0.995411	0.008647	0	a
3	5	43	43	0.981656	0.008593	0	a
3	5	44	44	0.988355	0.008642	0	a
3	5	47	47	1.01578	0.008857	0	a
3	5	48	48	1.04076	0.008884	0	a
3	5	46	46	1.02163	0.00878	0	a
3	5	45	45	1.00214	0.008655	0	a
3	5	50	50	1.00706	0.008752	0	a
3	5	52	52	0.971777	0.008454	0	a
3	5	53	53	0.955392	0.008384	0	a
3	5	57	57	0.978256	0.008548	0	a
3	5	58	58	0.964881	0.008471	0	a
3	5	63	63	1.02279	0.008852	0	a
3	5	67	67	1.02765	0.008876	0	a
3	5	68	68	1.03031	0.00889	0	a
3	5	71	71	1.00086	0.008659	0	a
3	5	72	72	0.994877	0.008613	0	a
3	5	24	24	1.00453	0.008693	0	a
3	5	74	74	0.969509	0.008467	0	a
3	5	70	70	0.992274	0.00864	0	a
3	5	76	76	0.963104	0.008367	0	a
3	5	78	78	1.00923	0.00877	0	a
3	5	79	79	1.01649	0.008807	0	a
3	5	81	81	1.07297	0.009144	0	a
3	5	84	84	0.993429	0.008596	0	a
3	5	83	83	0.997787	0.008616	0	a
3	5	88	88	0.993394	0.008652	0	a
3	5	85	85	0.99151	0.008647	0	a
3	5	90	90	0.990813	0.008647	0	a
3	5	91	91	0.976104	0.008613	0	a
3	5	89	89	1.01274	0.00878	0	a
3	5	93	93	0.992659	0.008656	0	a
3	5	95	95	0.986132	0.008617	0	a
3	5	97	97	1.02978	0.008819	0	a
3	5	98	98	1.0265	0.008902	0	a
3	5	99	99	1.02384	0.008813	0	a
3	5	101	101	1.00257	0.008694	0	a
3	5	102	102	0.99208	0.008678	0	a
3	5	107	107	0.970647	0.008427	0	a
3	5	106	106	0.973586	0.008488	0	a
3	5	108	108	0.982745	0.008521	0	a
3	5	109	109	0.973934	0.008527	0	a
3	5	110	110	0.988774	0.008567	0	a
3	5	113	113	0.995601	0.0087	0	a
3	5	114	114	0.964345	0.008481	0	a
3	5	115	115	0.969922	0.00848	0	a
3	5	118	118	0.953037	0.008409	0	a
3	5	75	75	0.984172	0.008528	0	a
3	5	5	5	1.01022	0.008722	0	a
3	5	11	11	1.00655	0.00864	0	a
3	5	12	12	0.978058	0.00868	0	a
3	5	25	25	1.06366	0.00908	0	a
3	5	31	31	0.966724	0.008527	0	a
3	5	32	32	0.972336	0.0085	0	a
3	5	27	27	0.985265	0.008533	0	a
3	5	34	34	0.993437	0.00864	0	a
3	5	37	37	0.991721	0.008622	0	a
3	5	51	51	0.973546	0.008521	0	a
3	5	55	55	0.955918	0.008427	0	a
3	5	54	54	0.961878	0.008447	0	a
3	5	56	56	0.961142	0.00844	0	a
3	5	60	60	1.00596	0.008701	0	a
3	5	62	62	1.0143	0.008733	0	a
3	5	59	59	0.99582	0.008647	0	a
3	5	61	61	1.00394	0.008713	0	a
3	5	64	64	1.02616	0.008831	0	a
3	5	66	66	1.06326	0.00908	0	a
3	5	65	65	1.01698	0.00878	0	a
3	5	38	38	1.04239	0.008996	0	a
3	5	30	30	1.04628	0.008948	0	a
3	5	17	17	0.981319	0.008657	0	a
3	5	15	15	0.97265	0.008547	0	a
3	5	19	19	0.97821	0.008493	0	a
3	5	23	23	1.00043	0.008743	0	a
3	5	49	49	1.02734	0.008913	0	a
3	5	77	77	1.03044	0.008787	0	a
3	5	80	80	1.05465	0.009013	0	a
3	5	96	96	1.00044	0.008694	0	a
3	5	82	82	1.00536	0.008656	0	a
3	5	92	92	0.991189	0.00868	0	a
3	5	94	94	0.9962	0.008683	0	a
3	5	100	100	1.01561	0.00886	0	a
3	5	103	103	1.02837	0.008813	0	a
3	5	104	104	0.968333	0.008553	0	a
3	5	105	105	0.963308	0.008513	0	a
3	5	69	69	1.05639	0.00898	0	a
3	1	10	10	4.52593	0.03208	0	a
3	2	10	10	-0.505917	0.005483	0	a
3	1	9	9	0	0.00208	0	a
3	2	9	9	0.00175133	0.00208	0	a
3	1	73	73	-0.0550523	0.00248	0	a
3	2	73	73	0.0999063	0.002725	0	a
3	1	87	87	0.0422608	0.002347	0	a
3	2	87	87	0.110679	0.002815	0	a
3	1	86	86	-0.207864	0.00348	0	a
3	2	86	86	-0.0983541	0.002747	0	a
3	1	111	111	0.367057	0.00448	0	a
3	2	111	111	-0.0127872	0.002203	0	a
3	1	112	112	-0.673104	0.006613	0	a
3	2	112	112	0.29443	0.003981	0	a
3	1	116	116	-1.81043	0.014347	0	a
3	2	116	116	-3.9395	0.028758	0	a
3	1	117	117	-0.196008	0.003413	0	a
3	2	117	117	-0.0783695	0.002613	0	a
3	1	1	1	-0.507338	0.00548	0	a
3	2	1	1	-0.21619	0.003878	1	a
3	1	2	2	-0.192026	0.003413	0	a
3	2	2	2	-0.0883836	0.00268	0	a
3	1	3	3	-0.3872	0.00468	0	a
3	2	3	3	-0.0928921	0.002747	0	a
3	1	4	4	-0.384376	0.00468	0	a
3	2	4	4	0.468443	0.00515	0	a
3	1	6	6	-0.515758	0.005547	0	a
3	2	6	6	0.0461501	0.002383	0	a
3	1	7	7	-0.188378	0.003347	0	a
3	2	7	7	-0.0189217	0.002213	0	a
3	1	8	8	-0.276963	0.003947	0	a
3	2	8	8	-1.21752	0.01029	0	a
3	1	13	13	-0.3337	0.004347	0	a
3	2	13	13	-0.160423	0.003147	0	a
3	1	14	14	-0.140692	0.003013	0	a
3	2	14	14	-0.00740982	0.002147	0	a
3	1	16	16	-0.249383	0.003747	0	a
3	2	16	16	-0.097395	0.002747	0	a
3	1	18	18	-0.585595	0.00608	0	a
3	2	18	18	0.117947	0.002822	0	a
3	1	20	20	-0.181103	0.00328	0	a
3	2	20	20	-0.029103	0.00228	0	a
3	1	21	21	-0.139401	0.003013	0	a
3	2	21	21	-0.0739355	0.002613	0	a
3	1	22	22	-0.0986925	0.002747	0	a
3	2	22	22	-0.0461975	0.002413	0	a
3	1	26	26	3.20251	0.023013	0	a
3	2	26	26	-2.67511	0.020216	0	a
3	1	28	28	-0.162102	0.003213	0	a
3	2	28	28	-0.0682902	0.002547	0	a
3	1	29	29	-0.230208	0.00368	0	a
3	2	29	29	-0.0341586	0.002347	0	a
3	1	33	33	-0.226666	0.003613	0	a
3	2	33	33	-0.0845363	0.00268	0	a
3	1	35	35	-0.324551	0.00428	0	a
3	2	35	35	-0.0890533	0.00268	0	a
3	1	36	36	-0.301027	0.004147	0	a
3	2	36	36	0.0631669	0.002484	0	a
3	1	39	39	-0.265897	0.00388	0	a
3	2	39	39	-0.105172	0.002813	0	a
3	1	41	41	-0.366476	0.004547	0	a
3	2	41	41	-0.0989083	0.002747	0	a
3	1	40	40	-0.650619	0.00648	0	a
3	2	40	40	0.230288	0.003582	0	a
3	1	42	42	-0.941461	0.00848	0	a
3	2	42	42	0.383435	0.004579	0	a
3	1	43	43	-0.177517	0.00328	0	a
3	2	43	43	-0.0656213	0.002547	0	a
3	1	44	44	-0.11954	0.003147	1	a
3	2	44	44	-0.0768309	0.002613	0	a
3	1	47	47	-0.334233	0.004347	0	a
3	2	47	47	0.00102749	0.00208	0	a
3	1	48	48	-0.201354	0.003413	0	a
3	2	48	48	-0.107681	0.002813	0	a
3	1	46	46	-0.0912628	0.00268	0	a
3	2	46	46	-0.138251	0.003042	0	a
3	1	45	45	-0.527927	0.005613	0	a
3	2	45	45	-0.218426	0.003547	0	a
3	1	50	50	-0.164117	0.003213	0	a
3	2	50	50	-0.0373094	0.002347	0	a
3	1	52	52	-0.178474	0.00328	0	a
3	2	52	52	-0.0481821	0.002413	0	a
3	1	53	53	-0.224451	0.003613	0	a
3	2	53	53	-0.11027	0.002813	0	a
3	1	57	57	-0.113909	0.00288	0	a
3	2	57	57	-0.0255675	0.00228	0	a
3	1	58	58	-0.119749	0.00288	0	a
3	2	58	58	-0.0269769	0.00228	0	a
3	1	63	63	0	0.00208	0	a
3	2	63	63	0	0.00208	0	a
3	1	67	67	-0.272556	0.003947	0	a
3	2	67	67	-0.0689455	0.002547	0	a
3	1	68	68	0	0.00208	0	a
3	2	68	68	0.00124243	0.00208	0	a
3	1	71	71	0	0.00208	0	a
3	2	71	71	0	0.00208	0	a
3	1	72	72	-0.115671	0.00288	0	a
3	2	72	72	-0.108103	0.002818	0	a
3	1	24	24	-0.128839	0.002947	0	a
3	2	24	24	-0.156326	0.003108	0	a
3	1	74	74	-0.671493	0.006613	0	a
3	2	74	74	-0.31436	0.004226	0	a
3	1	70	70	-0.661373	0.00648	0	a
3	2	70	70	-0.0850023	0.002668	0	a
3	1	76	76	-0.667176	0.006613	0	a
3	2	76	76	-0.30485	0.004135	0	a
3	1	78	78	-0.699828	0.006813	0	a
3	2	78	78	-0.25219	0.003813	0	a
3	1	79	79	-0.384593	0.00468	0	a
3	2	79	79	-0.312108	0.004213	0	a
3	1	81	81	0	0.00208	0	a
3	2	81	81	0	0.00208	0	a
