118
1	1	1	1	0	100
2	2	0	1	0	100
3	3	0	1	0	100
4	4	1	1	0	100
5	5	0	1	0	100
6	6	1	1	0	100
7	7	0	1	0	100
8	8	1	1	0	100
9	9	0	1	0	100
10	10	1	1	0	100
11	11	0	1	0	100
12	12	1	1	0	100
13	13	0	1	0	100
14	14	0	1	0	100
15	15	1	1	0	100
16	16	0	1	0	100
17	17	0	1	0	100
18	18	1	1	0	100
19	19	1	1	0	100
20	20	0	1	0	100
21	21	0	1	0	100
22	22	0	1	0	100
23	23	0	1	0	100
24	24	1	1	0	100
25	25	1	1	0	100
26	26	1	1	0	100
27	27	1	1	0	100
28	28	0	1	0	100
29	29	0	1	0	100
30	30	0	1	0	100
31	31	1	1	0	100
32	32	1	1	0	100
33	33	0	1	0	100
34	34	1	1	0	100
35	35	0	1	0	100
36	36	1	1	0	100
37	37	0	1	0	100
38	38	0	1	0	100
39	39	0	1	0	100
40	40	1	1	0	100
41	41	0	1	0	100
42	42	1	1	0	100
43	43	0	1	0	100
44	44	0	1	0	100
45	45	0	1	0	100
46	46	1	1	0	100
47	47	0	1	0	100
48	48	0	1	0	100
49	49	1	1	0	100
50	50	0	1	0	100
51	51	0	1	0	100
52	52	0	1	0	100
53	53	0	1	0	100
54	54	1	1	0	100
55	55	1	1	0	100
56	56	1	1	0	100
57	57	0	1	0	100
58	58	0	1	0	100
59	59	1	1	0	100
60	60	0	1	0	100
61	61	1	1	0	100
62	62	1	1	0	100
63	63	0	1	0	100
64	64	0	1	0	100
65	65	1	1	0	100
66	66	1	1	0	100
67	67	0	1	0	100
68	68	0	1	0	100
69	69	2	1	0	100
70	70	1	1	0	100
71	71	0	1	0	100
72	72	1	1	0	100
73	73	1	1	0	100
74	74	1	1	0	100
75	75	0	1	0	100
76	76	1	1	0	100
77	77	1	1	0	100
78	78	0	1	0	100
79	79	0	1	0	100
80	80	1	1	0	100
81	81	0	1	0	100
82	82	0	1	0	100
83	83	0	1	0	100
84	84	0	1	0	100
85	85	1	1	0	100
86	86	0	1	0	100
87	87	1	1	0	100
88	88	0	1	0	100
89	89	1	1	0	100
90	90	1	1	0	100
91	91	1	1	0	100
92	92	1	1	0	100
93	93	0	1	0	100
94	94	0	1	0	100
95	95	0	1	0	100
96	96	0	1	0	100
97	97	0	1	0	100
98	98	0	1	0	100
99	99	1	1	0	100
100	100	1	1	0	100
101	101	0	1	0	100
102	102	0	1	0	100
103	103	1	1	0	100
104	104	1	1	0	100
105	105	1	1	0	100
106	106	0	1	0	100
107	107	1	1	0	100
108	108	0	1	0	100
109	109	0	1	0	100
110	110	1	1	0	100
111	111	1	1	0	100
112	112	1	1	0	100
113	113	1	1	0	100
114	114	0	1	0	100
115	115	0	1	0	100
116	116	1	1	0	100
117	117	0	1	0	100
118	118	0	1	0	100
